_id                                | _creationTime      | assists | cleanSheets | country         | goals | notes                                                                                                                                                                                                                                                                                                          | playerId                                           | playerName        | updatedAt    
"j97x9aea1y0ymd6ppj50qafqcs891ptm" | 1781962910303.6877 | 0 | 1 | "United States" | 0 | "USA 2-0 Australia clean sheet; Trusty subbed on 80; FOX lineup/score https://www.foxsports.com/soccer/fifa-world-cup-men-united-states-vs-australia-jun-19-2026-game-boxscore-647645; synced 2026-06-20T13:50Z"                                                                                               | "official:united-states:defenderKeeper:trusty"     | "TRUSTY"          | 1781962910303
"j97gmhvw1562jjckza1sh15qqd891wx7" | 1781962903234.6138 | 0 | 1 | "Paraguay"      | 0 | "FIFA/AP/NBC/ESPN/Yahoo public reports: BRA 1-1 MAR, BRA 3-0 HAI, TUR 0-1 PAR, NED 2-2 JPN, NED 5-1 SWE, SWE 5-1 TUN. Synced 2026-06-20T20:20Z; assists only where source-backed."                                                                                                                             | "official:paraguay:wildcard:alonso"                | "ALONSO"          | 1781986264777
"j97kqg2ydvrmw06m5a0pa0z5f18902xq" | 1781962900955.651  | 0 | 1 | "Paraguay"      | 0 | "FIFA/AP/NBC/ESPN/Yahoo public reports: BRA 1-1 MAR, BRA 3-0 HAI, TUR 0-1 PAR, NED 2-2 JPN, NED 5-1 SWE, SWE 5-1 TUN. Synced 2026-06-20T20:20Z; assists only where source-backed."                                                                                                                             | "official:paraguay:wildcard:alderete"              | "ALDERETE"        | 1781986261251
"j97sq199sbw9q8vss93p81vw9s891j9c" | 1781962898674.8455 | 0 | 1 | "Paraguay"      | 0 | "FIFA/AP/NBC/ESPN/Yahoo public reports: BRA 1-1 MAR, BRA 3-0 HAI, TUR 0-1 PAR, NED 2-2 JPN, NED 5-1 SWE, SWE 5-1 TUN. Synced 2026-06-20T20:20Z; assists only where source-backed."                                                                                                                             | "official:paraguay:wildcard:c-ceres"               | "C-CERES"         | 1781986262430
"j97v5965wn85jgnks5yh7k0jjh890akd" | 1781934352323.0442 | 0 | 1 | "Paraguay"      | 0 | "FIFA/AP/NBC/ESPN/Yahoo public reports: BRA 1-1 MAR, BRA 3-0 HAI, TUR 0-1 PAR, NED 2-2 JPN, NED 5-1 SWE, SWE 5-1 TUN. Synced 2026-06-20T20:20Z; assists only where source-backed."                                                                                                                             | "official:paraguay:defenderKeeper:alonso"          | "ALONSO"          | 1781986257628
"j97hz99g4g359y1zre67g0zw9n890z9f" | 1781934351154.5818 | 0 | 1 | "Paraguay"      | 0 | "FIFA/AP/NBC/ESPN/Yahoo public reports: BRA 1-1 MAR, BRA 3-0 HAI, TUR 0-1 PAR, NED 2-2 JPN, NED 5-1 SWE, SWE 5-1 TUN. Synced 2026-06-20T20:20Z; assists only where source-backed."                                                                                                                             | "official:paraguay:defenderKeeper:c-ceres"         | "C-CERES"         | 1781986255236
"j97kt5nnxs3q6szy0v5jpje38h8908g6" | 1781934349981.5974 | 0 | 1 | "Paraguay"      | 0 | "FIFA/AP/NBC/ESPN/Yahoo public reports: BRA 1-1 MAR, BRA 3-0 HAI, TUR 0-1 PAR, NED 2-2 JPN, NED 5-1 SWE, SWE 5-1 TUN. Synced 2026-06-20T20:20Z; assists only where source-backed."                                                                                                                             | "official:paraguay:defenderKeeper:alderete"        | "ALDERETE"        | 1781986254049
"j97hhch1yexhmqrwgj69j2vme98912a1" | 1781934337144.7534 | 1 | 0 | "Brazil"        | 0 | "Brazil 3-0 Haiti: 45+3 Vinicius Junior goal assisted by L. Paqueta; FOX play-by-play https://www.foxsports.com/soccer/fifa-world-cup-men-brazil-vs-haiti-jun-19-2026-game-boxscore-647647; synced 2026-06-20T13:50Z"                                                                                          | "official:brazil:playmaker:l-paqueta"              | "L. PAQUETA"      | 1781962881025
"j97zzd1v773p04pse2jdq6w4h98914qa" | 1781928667446.6636 | 0 | 1 | "United States" | 0 | "USA 2-0 Australia clean sheet; Robinson started, off 80; FOX lineup/score https://www.foxsports.com/soccer/fifa-world-cup-men-united-states-vs-australia-jun-19-2026-game-boxscore-647645; synced 2026-06-20T13:50Z"                                                                                          | "official:united-states:wildcard:a-robinson"       | "A. ROBINSON"     | 1781962909005
"j97z3aw7hvn67vwr4psqd6akcn891scg" | 1781928666209.0178 | 0 | 1 | "United States" | 0 | "USA 2-0 Australia clean sheet; Robinson started, off 80; FOX lineup/score https://www.foxsports.com/soccer/fifa-world-cup-men-united-states-vs-australia-jun-19-2026-game-boxscore-647645; synced 2026-06-20T13:50Z"                                                                                          | "official:united-states:defenderKeeper:a-robinson" | "A. ROBINSON"     | 1781962907854
"j97hpxb7nsf5ddzaxdetq1me5h891vkf" | 1781928665029.0266 | 0 | 1 | "United States" | 0 | "USA 2-0 Australia clean sheet; Richards started; FOX box https://www.foxsports.com/soccer/fifa-world-cup-men-united-states-vs-australia-jun-19-2026-game-boxscore-647645; synced 2026-06-20T13:50Z"                                                                                                           | "official:united-states:wildcard:richards"         | "RICHARDS"        | 1781962905527
"j97w6wa6qsb83n8xr1gjkv7sn58916qy" | 1781928663738.0173 | 0 | 1 | "United States" | 0 | "USA 2-0 Australia clean sheet; Richards started; FOX box https://www.foxsports.com/soccer/fifa-world-cup-men-united-states-vs-australia-jun-19-2026-game-boxscore-647645; synced 2026-06-20T13:50Z"                                                                                                           | "official:united-states:defenderKeeper:richards"   | "RICHARDS"        | 1781962904403
"j97vn058d0vqjwvjar0b44k4x989020p" | 1781928662552.3955 | 0 | 1 | "United States" | 0 | "USA 2-0 AUS 2026-06-19: FOX/USSF show United States clean sheet; FOX lineup starter. Turner/Freese mismatch noted, only rostered starters credited. Synced 2026-06-20T04:10:37.388Z"                                                                                                                          | "official:united-states:wildcard:dest"             | "DEST"            | 1781928662552
"j97jnpyw2s6e6amb29mcd9c2w1891rrk" | 1781928661369.7612 | 0 | 1 | "United States" | 0 | "USA 2-0 Australia clean sheet; Dest started; FOX lineup/score https://www.foxsports.com/soccer/fifa-world-cup-men-united-states-vs-australia-jun-19-2026-game-boxscore-647645; synced 2026-06-20T13:50Z"                                                                                                      | "official:united-states:defenderKeeper:dest"       | "DEST"            | 1781962906691
"j97g7xtfy7ykk20jsk5tnd9ky9891sj0" | 1781928660188.354  | 0 | 1 | "Morocco"       | 0 | "Morocco 1-0 Scotland clean sheet; Mazraoui started; FIFA report + FOX box https://www.foxsports.com/soccer/fifa-world-cup-men-scotland-vs-morocco-jun-19-2026-game-boxscore-647646; synced 2026-06-20T13:50Z"                                                                                                 | "official:morocco:wildcard:mazraoui"               | "MAZRAOUI"        | 1781962896347
"j97sjk7rabse8psx2w81z1wzys891g1b" | 1781928658992.5447 | 0 | 1 | "Morocco"       | 0 | "MAR 1-0 SCO 2026-06-19: Morocco clean sheet source-backed by FIFA/ESPN final score. Sources: fifa.com/.../scotland-morocco-match-report-highlights; espn.com/soccer/report/_/gameId/760445. Synced 2026-06-20T17:08Z"                                                                                         | "official:morocco:defenderKeeper:mazraoui"         | "MAZRAOUI"        | 1781975411295
"j97seprgprp96nxh8k53t4vre989121z" | 1781928657783.3303 | 0 | 1 | "Morocco"       | 0 | "Morocco 1-0 Scotland clean sheet; Hakimi started; FIFA report + FOX box https://www.foxsports.com/soccer/fifa-world-cup-men-scotland-vs-morocco-jun-19-2026-game-boxscore-647646; synced 2026-06-20T13:50Z"                                                                                                   | "official:morocco:wildcard:hakimi"                 | "HAKIMI"          | 1781962894030
"j97k800bqjr4t8y4zdqngz0fw5891kh6" | 1781928656597.7234 | 0 | 1 | "Morocco"       | 0 | "MAR 1-0 SCO 2026-06-19: Morocco clean sheet source-backed by FIFA/ESPN final score. Sources: fifa.com/.../scotland-morocco-match-report-highlights; espn.com/soccer/report/_/gameId/760445. Synced 2026-06-20T17:08Z"                                                                                         | "official:morocco:defenderKeeper:hakimi"           | "HAKIMI"          | 1781975410090
"j97mdn9ffp7smp3427njvrb5bs890epn" | 1781928655440.3335 | 0 | 1 | "Morocco"       | 0 | "Morocco 1-0 Scotland clean sheet; Bounou/Bono started; FIFA report + FOX box https://www.foxsports.com/soccer/fifa-world-cup-men-scotland-vs-morocco-jun-19-2026-game-boxscore-647646; synced 2026-06-20T13:50Z"                                                                                              | "official:morocco:wildcard:bono"                   | "BONO"            | 1781962891767
"j97ja2pdvvw3p9v4h48hqzvvhn89059q" | 1781928654272.637  | 0 | 1 | "Morocco"       | 0 | "MAR 1-0 SCO 2026-06-19: Morocco clean sheet source-backed by FIFA/ESPN final score. Sources: fifa.com/.../scotland-morocco-match-report-highlights; espn.com/soccer/report/_/gameId/760445. Synced 2026-06-20T17:08Z"                                                                                         | "official:morocco:defenderKeeper:bono"             | "BONO"            | 1781975408747
"j97h9ejpjf1cby5wqgq5jedx29891zjy" | 1781928651909.6074 | 0 | 1 | "Morocco"       | 0 | "Scotland 0-1 Morocco clean sheet, 2026-06-20T08:24Z. Sources: FOX box score https://www.foxsports.com/soccer/fifa-world-cup-men-scotland-vs-morocco-jun-19-2026-game-boxscore-647646; theScore timeline https://www.thescore.com/worldcup/event/93067"                                                        | "hakimi"                                           | "Achraf Hakimi"   | 1781943016520
"j97vqtm196m5zabhrx1g2sm2wh890a19" | 1781928650746.3274 | 0 | 1 | "Brazil"        | 0 | "BRA 3-0 HAI and NED 5-1 SWE 2026-06-20. AP/Guardian/DailyGoal confirm Cunha 2, Vinicius goal+assist; NBC/TNT lineups support Brazil CS starters. FOX boxscore 647648 confirms Brobbey 2, Gakpo 2+assist, Isak assist, Elanga goal, Memphis assist. Synced 2026-06-20T20:55Z"                                  | "official:brazil:wildcard:marquinhos"              | "MARQUINHOS"      | 1781988014395
"j97x8gdw7panp0byhg6x4z37r9890kkn" | 1781928649548.3623 | 0 | 1 | "Brazil"        | 0 | "FIFA Brazil 3-0 Haiti: Cunha 23,36; Vinicius Jr 45+3. https://www.fifa.com/en/tournaments/mens/worldcup/canadamexicousa2026/articles/brazil-haiti-match-report-highlights; ESPN cross-check; 2026-06-21T07:10Z"                                                                                               | "official:brazil:defenderKeeper:marquinhos"        | "MARQUINHOS"      | 1782025842640
"j97vvmjzba77fzgf4fmzv7sdks8913pv" | 1781928648397.0398 | 0 | 1 | "Brazil"        | 0 | "BRA 3-0 HAI and NED 5-1 SWE 2026-06-20. AP/Guardian/DailyGoal confirm Cunha 2, Vinicius goal+assist; NBC/TNT lineups support Brazil CS starters. FOX boxscore 647648 confirms Brobbey 2, Gakpo 2+assist, Isak assist, Elanga goal, Memphis assist. Synced 2026-06-20T20:55Z"                                  | "official:brazil:wildcard:gabriel"                 | "GABRIEL"         | 1781988012049
"j97ptn9ns68bddqfrvcv5vbzfx891a0k" | 1781928647082.842  | 0 | 1 | "Brazil"        | 0 | "FIFA Brazil 3-0 Haiti: Cunha 23,36; Vinicius Jr 45+3. https://www.fifa.com/en/tournaments/mens/worldcup/canadamexicousa2026/articles/brazil-haiti-match-report-highlights; ESPN cross-check; 2026-06-21T07:10Z"                                                                                               | "official:brazil:defenderKeeper:gabriel"           | "GABRIEL"         | 1782025841445
"j97z7kk7dg6fphg6q8bzrf2rhx89167g" | 1781928645906.919  | 0 | 1 | "Brazil"        | 0 | "BRA 3-0 HAI and NED 5-1 SWE 2026-06-20. AP/Guardian/DailyGoal confirm Cunha 2, Vinicius goal+assist; NBC/TNT lineups support Brazil CS starters. FOX boxscore 647648 confirms Brobbey 2, Gakpo 2+assist, Isak assist, Elanga goal, Memphis assist. Synced 2026-06-20T20:55Z"                                  | "official:brazil:wildcard:a-becker"                | "A. BECKER"       | 1781988009563
"j97nbk66fd28qygs46wgdd2gm18912dq" | 1781928644782.442  | 0 | 1 | "Brazil"        | 0 | "FIFA Brazil 3-0 Haiti: Cunha 23,36; Vinicius Jr 45+3. https://www.fifa.com/en/tournaments/mens/worldcup/canadamexicousa2026/articles/brazil-haiti-match-report-highlights; ESPN cross-check; 2026-06-21T07:10Z"                                                                                               | "official:brazil:defenderKeeper:a-becker"          | "A. BECKER"       | 1782025839096
"j97xbe3494v75rj437qcaek831890kwg" | 1781928643496.5234 | 0 | 0 | "Brazil"        | 2 | "FIFA Brazil 3-0 Haiti: Cunha 23,36; Vinicius Jr 45+3. https://www.fifa.com/en/tournaments/mens/worldcup/canadamexicousa2026/articles/brazil-haiti-match-report-highlights; ESPN cross-check; 2026-06-21T07:10Z"                                                                                               | "official:brazil:goalGetter:cunha"                 | "CUNHA"           | 1782025837889
"j97k23k7eaajexgv7pw41etfbd891g4x" | 1781928642204.6223 | 0 | 0 | "Brazil"        | 2 | "FIFA Brazil 3-0 Haiti: Cunha 23,36; Vinicius Jr 45+3. https://www.fifa.com/en/tournaments/mens/worldcup/canadamexicousa2026/articles/brazil-haiti-match-report-highlights; ESPN cross-check; 2026-06-21T07:10Z"                                                                                               | "official:brazil:star:cunha"                       | "CUNHA"           | 1782025836647
"j97szg76sjnmhc6rhahygay5sd88y777" | 1781912375116.9512 | 0 | 0 | "Mexico"        | 0 | "ESPN/FIFA/Guardian: Raul Rangel, not Ochoa, started Mexico clean sheets vs South Africa and South Korea; no Ochoa clean-sheet credit. Synced 2026-06-19 23:37 UTC."                                                                                                                                           | "ochoa"                                            | "Guillermo Ochoa" | 1781912375117
"j97vj7napjjqkch3aevqggwhch88z8nt" | 1781912364942.0186 | 0 | 0 | "South Korea"   | 0 | "FIFA/Guardian/MLS: no Son goal/assist vs Czechia; Guardian 2026-06-19: South Korea lost 1-0 to Mexico, Son underperformed/subbed, no scoring contribution. Synced 2026-06-19 23:37 UTC."                                                                                                                      | "son"                                              | "Son Heung-min"   | 1781912364942
"j97hzj079erzd8140wz7s4xvmx88y6kz" | 1781844181932.014  | 0 | 0 | "Mexico"        | 1 | "MEX 1-0 KOR 2026-06-18: FOX boxscore 647643 final; lone goal Romo 50. Synced 2026-06-19T04:58Z"                                                                                                                                                                                                               | "official:mexico:playmaker:l-romo"                 | "L. ROMO"         | 1781844181932
